nanoseconds,executed_shares,execution_price,match_number,order_number,price,shares,tracking_number,buysell_S,msg_type_E,msg_type_P,date
49971165580071,12.0,126.95,6102462.0,316627042.0,126.95,12.0,4,0,1,0,20180301
49971165580071,60.0,126.95,6102463.0,0.0,126.95,60.0,6,0,0,1,20180301
49971215680180,100.0,126.94,6102820.0,0.0,126.94,100.0,2,0,0,1,20180301
49971272016276,100.0,127.0,6102860.0,0.0,127.0,100.0,2,0,0,1,20180301
49997726670759,4.0,126.9,6110717.0,317064146.0,126.9,50.0,2,0,1,0,20180301
50073409732068,5.0,126.83,6132688.0,317733606.0,126.83,5.0,2,0,1,0,20180301
50073409732068,5.0,126.83,6132689.0,317783578.0,126.83,5.0,4,0,1,0,20180301
50073409732068,32.0,126.83,6132690.0,318062482.0,126.83,130.0,6,0,1,0,20180301
50073409816704,98.0,126.83,6132691.0,318062482.0,126.83,130.0,2,0,1,0,20180301
50073409820752,98.0,126.83,6132692.0,0.0,126.83,98.0,2,0,0,1,20180301
50073410287649,2.0,126.83,6132693.0,0.0,126.83,2.0,2,0,0,1,20180301
50073410287649,98.0,126.83,6132694.0,0.0,126.83,98.0,4,0,0,1,20180301
50073410743943,2.0,126.83,6132695.0,0.0,126.83,2.0,2,0,0,1,20180301
50081611725145,2.0,126.79,6134214.0,318277242.0,126.79,99.0,2,1,1,0,20180301
50085608788574,18.0,126.72,6135322.0,318199538.0,126.72,18.0,2,0,1,0,20180301
50086364463211,100.0,126.72,6135613.0,318345346.0,126.72,100.0,2,1,1,0,20180301
50094208608243,100.0,126.62,6138724.0,0.0,126.62,100.0,2,0,0,1,20180301
50094209454813,100.0,126.62,6138725.0,0.0,126.62,100.0,2,0,0,1,20180301
50112444857854,2.0,126.57,6147258.0,318874358.0,126.57,40.0,2,0,1,0,20180301
50157950125491,30.0,126.51,6166889.0,319264778.0,126.51,100.0,2,0,1,0,20180301
50157950135930,70.0,126.51,6166890.0,319264778.0,126.51,100.0,2,0,1,0,20180301
50157950152238,30.0,126.47,6166891.0,319278714.0,126.47,100.0,2,0,1,0,20180301
50157950188559,50.0,126.47,6166892.0,319278714.0,126.47,100.0,2,0,1,0,20180301
50157950214855,20.0,126.47,6166893.0,319278714.0,126.47,100.0,2,0,1,0,20180301
50159413083962,16.0,126.4,6167923.0,319782310.0,126.4,16.0,2,0,1,0,20180301
50162748125352,100.0,126.45,6170873.0,319850962.0,126.45,100.0,2,1,1,0,20180301
50162748176279,74.0,126.46,6170874.0,319807634.0,126.46,200.0,2,1,1,0,20180301
50162748194049,50.0,126.46,6170875.0,319807634.0,126.46,200.0,2,1,1,0,20180301
50162748216367,25.0,126.46,6170876.0,319807634.0,126.46,200.0,2,1,1,0,20180301
50162748228107,51.0,126.46,6170877.0,319807634.0,126.46,200.0,2,1,1,0,20180301
50162748228107,100.0,126.46,6170878.0,319851002.0,126.46,100.0,4,1,1,0,20180301
50162748228107,75.0,126.46,6170879.0,0.0,126.46,75.0,6,0,0,1,20180301
50162748257980,25.0,126.46,6170880.0,0.0,126.46,25.0,2,0,0,1,20180301
50162750410734,100.0,126.5,6170881.0,319904746.0,126.5,100.0,2,1,1,0,20180301
50162750410734,100.0,126.5,6170882.0,319934842.0,126.5,100.0,4,1,1,0,20180301
50162819759384,2.0,126.56,6170896.0,319835474.0,126.56,2.0,2,1,1,0,20180301
50162819759384,1.0,126.58,6170897.0,319835482.0,126.58,1.0,4,1,1,0,20180301
50162819759384,14.0,126.58,6170898.0,0.0,126.58,14.0,6,0,0,1,20180301
50162859807929,100.0,126.58,6170918.0,0.0,126.58,100.0,2,0,0,1,20180301
50164884676922,100.0,126.55,6171756.0,319985450.0,126.55,100.0,2,1,1,0,20180301
50167652436562,9.0,126.48,6173547.0,320005158.0,126.48,9.0,2,0,1,0,20180301
50170145086536,100.0,126.48,6174086.0,320076982.0,126.48,100.0,2,1,1,0,20180301
50241206410342,23.0,126.32,6203059.0,0.0,126.32,23.0,2,0,0,1,20180301
50241206415160,50.0,126.32,6203060.0,0.0,126.32,50.0,2,0,0,1,20180301
50241206441705,27.0,126.32,6203061.0,0.0,126.32,27.0,2,0,0,1,20180301
50241206441705,48.0,126.28,6203062.0,321466278.0,126.28,98.0,4,0,1,0,20180301
50241206789417,50.0,126.28,6203063.0,321466278.0,126.28,98.0,2,0,1,0,20180301
50248268914449,100.0,126.22,6208509.0,0.0,126.22,100.0,2,0,0,1,20180301
50249920684657,5.0,126.2,6209758.0,321750750.0,126.2,5.0,2,1,1,0,20180301
50249929758977,100.0,126.25,6209763.0,321716006.0,126.25,100.0,2,1,1,0,20180301
50249929758977,40.0,126.25,6209764.0,321743118.0,126.25,40.0,4,1,1,0,20180301
50251820823966,1.0,126.29,6210611.0,321780402.0,126.29,1.0,2,1,1,0,20180301
50251820837236,100.0,126.3,6210612.0,321724218.0,126.3,100.0,2,1,1,0,20180301
50251820917658,52.0,126.31,6210613.0,321707110.0,126.31,190.0,2,1,1,0,20180301
50251820923229,24.0,126.31,6210614.0,321707110.0,126.31,190.0,2,1,1,0,20180301
50251820923667,50.0,126.31,6210615.0,321707110.0,126.31,190.0,2,1,1,0,20180301
50251820926373,2.0,126.31,6210616.0,321707110.0,126.31,190.0,2,1,1,0,20180301
50251820926937,43.0,126.31,6210617.0,321707110.0,126.31,190.0,2,1,1,0,20180301
50251820934953,5.0,126.31,6210618.0,321707110.0,126.31,190.0,2,1,1,0,20180301
50251820944195,14.0,126.31,6210619.0,321707110.0,126.31,190.0,2,1,1,0,20180301
50251821349946,100.0,126.34,6210620.0,321799838.0,126.34,100.0,2,1,1,0,20180301
50273734797003,4.0,126.37,6219671.0,322138666.0,126.37,4.0,2,1,1,0,20180301
50273734825825,100.0,126.38,6219672.0,321968554.0,126.38,100.0,2,1,1,0,20180301
50273734829784,100.0,126.38,6219673.0,322032214.0,126.38,100.0,2,1,1,0,20180301
50273734829784,90.0,126.38,6219674.0,322121162.0,126.38,90.0,4,1,1,0,20180301
50273734829784,1.0,126.38,6219675.0,322222962.0,126.38,1.0,6,1,1,0,20180301
50273734907147,1.0,126.39,6219676.0,321712358.0,126.39,1.0,2,1,1,0,20180301
50273734907147,55.0,126.39,6219677.0,321972210.0,126.39,55.0,4,1,1,0,20180301
50273734907147,2.0,126.4,6219678.0,321712362.0,126.4,2.0,6,1,1,0,20180301
50273734907147,9.0,126.4,6219679.0,322113854.0,126.4,100.0,8,1,1,0,20180301
50273734928476,46.0,126.4,6219680.0,322113854.0,126.4,100.0,2,1,1,0,20180301
50273734930537,44.0,126.4,6219681.0,322113854.0,126.4,100.0,2,1,1,0,20180301
50273734939546,1.0,126.4,6219682.0,322113854.0,126.4,100.0,2,1,1,0,20180301
50273734965416,2.0,126.41,6219683.0,321712366.0,126.41,2.0,2,1,1,0,20180301
50273735316984,2.0,126.42,6219684.0,321712370.0,126.42,2.0,2,1,1,0,20180301
50273735511210,2.0,126.43,6219685.0,321712378.0,126.43,2.0,2,1,1,0,20180301
50273735530957,2.0,126.44,6219686.0,321712382.0,126.44,2.0,2,1,1,0,20180301
50273735530957,10.0,126.45,6219687.0,321512550.0,126.45,10.0,4,1,1,0,20180301
50273735530957,2.0,126.46,6219688.0,321512554.0,126.46,2.0,6,1,1,0,20180301
50273735545551,67.0,126.47,6219689.0,321968562.0,126.47,100.0,2,1,1,0,20180301
50273735556548,33.0,126.47,6219690.0,321968562.0,126.47,100.0,2,1,1,0,20180301
50273735565359,2.0,126.48,6219691.0,321512558.0,126.48,2.0,2,1,1,0,20180301
50273735570528,2.0,126.49,6219692.0,321512562.0,126.49,2.0,2,1,1,0,20180301
50273735578421,2.0,126.5,6219693.0,321512566.0,126.5,2.0,2,1,1,0,20180301
50292925710098,10.0,126.52,6229699.0,321512570.0,126.52,10.0,2,1,1,0,20180301
50292925710098,90.0,126.52,6229700.0,322343330.0,126.52,100.0,4,1,1,0,20180301
50292925736185,10.0,126.52,6229701.0,322343330.0,126.52,100.0,2,1,1,0,20180301
50292925786928,2.0,126.53,6229702.0,321512578.0,126.53,2.0,2,1,1,0,20180301
50292925820557,2.0,126.54,6229703.0,321512590.0,126.54,2.0,2,1,1,0,20180301
50292925829213,2.0,126.56,6229704.0,321512594.0,126.56,2.0,2,1,1,0,20180301
50298262203638,2.0,126.6,6231509.0,319835494.0,126.6,2.0,2,1,1,0,20180301
50345817313526,2.0,126.5,6245586.0,0.0,126.5,2.0,2,0,0,1,20180301
50349263801240,98.0,126.5,6246364.0,0.0,126.5,98.0,2,0,0,1,20180301
50349263801240,2.0,126.46,6246365.0,323686026.0,126.46,100.0,4,0,1,0,20180301
50349263815245,98.0,126.46,6246366.0,323686026.0,126.46,100.0,2,0,1,0,20180301
50349263815245,4.0,126.46,6246367.0,0.0,126.46,4.0,4,0,0,1,20180301
50349263826174,96.0,126.46,6246368.0,0.0,126.46,96.0,2,0,0,1,20180301
50349263826174,8.0,126.45,6246369.0,323361242.0,126.45,8.0,4,0,1,0,20180301
50349263826174,2.0,126.44,6246370.0,322744698.0,126.44,100.0,6,0,1,0,20180301
50349263830427,98.0,126.44,6246371.0,322744698.0,126.44,100.0,2,0,1,0,20180301
50349263830427,37.0,126.44,6246372.0,322746506.0,126.44,100.0,4,0,1,0,20180301
50349263834880,54.0,126.44,6246373.0,322746506.0,126.44,100.0,2,0,1,0,20180301
50349263839114,9.0,126.44,6246374.0,322746506.0,126.44,100.0,2,0,1,0,20180301
50349264057672,200.0,126.41,6246375.0,323116314.0,126.41,200.0,2,0,1,0,20180301
50349264057672,46.0,126.41,6246376.0,323136646.0,126.41,100.0,4,0,1,0,20180301
50349264065842,54.0,126.41,6246377.0,323136646.0,126.41,100.0,2,0,1,0,20180301
50368032855989,3.0,126.42,6250940.0,0.0,126.42,3.0,2,0,0,1,20180301
50368033145292,1.0,126.42,6250948.0,0.0,126.42,1.0,2,0,0,1,20180301
50368033276417,1.0,126.42,6250957.0,0.0,126.42,1.0,2,0,0,1,20180301
50368035464030,1.0,126.42,6250968.0,0.0,126.42,1.0,2,0,0,1,20180301
50368036011041,1.0,126.42,6250979.0,0.0,126.42,1.0,2,0,0,1,20180301
50373579337202,62.0,126.34,6254428.0,324132314.0,126.34,62.0,2,0,1,0,20180301
50373583086569,3.0,126.3,6254429.0,324116278.0,126.3,14.0,2,0,1,0,20180301
50411588767731,18.0,126.27,6275668.0,0.0,126.27,18.0,2,0,0,1,20180301
50411588767731,2.0,126.36,6275669.0,324825350.0,126.36,2.0,4,1,1,0,20180301
50411588767731,35.0,126.36,6275670.0,325012422.0,126.36,35.0,6,1,1,0,20180301
50411588767731,27.0,126.36,6275671.0,325023790.0,126.36,45.0,8,1,1,0,20180301
50411588771458,18.0,126.36,6275672.0,325023790.0,126.36,45.0,2,1,1,0,20180301
50467513016568,100.0,126.26,6310936.0,326262746.0,126.26,100.0,2,1,1,0,20180301
50467513043748,100.0,126.26,6310937.0,326424806.0,126.26,100.0,2,1,1,0,20180301
50467513043748,1.0,126.26,6310938.0,326625026.0,126.26,1.0,4,1,1,0,20180301
50467513058559,100.0,126.26,6310939.0,0.0,126.26,100.0,2,0,0,1,20180301
50467513080507,105.0,126.28,6310940.0,325634074.0,126.28,200.0,2,1,1,0,20180301
50467513092165,95.0,126.28,6310941.0,325634074.0,126.28,200.0,2,1,1,0,20180301
50467513092165,24.0,126.28,6310942.0,326145034.0,126.28,24.0,4,1,1,0,20180301
50467513209839,2.0,126.3,6310944.0,326454738.0,126.3,100.0,2,1,1,0,20180301
50467513232751,98.0,126.3,6310947.0,326454738.0,126.3,100.0,2,1,1,0,20180301
50467516024043,20.0,126.34,6310991.0,325713686.0,126.34,20.0,2,1,1,0,20180301
50493106512967,98.0,126.28,6322452.0,327110830.0,126.28,100.0,2,0,1,0,20180301
50493106514484,2.0,126.28,6322453.0,327110830.0,126.28,100.0,2,0,1,0,20180301
50493106514484,100.0,126.28,6322454.0,327121890.0,126.28,100.0,4,0,1,0,20180301
50498541467805,10.0,126.15,6331356.0,327362734.0,126.15,10.0,2,0,1,0,20180301
50507792423738,48.0,126.14,6339933.0,327611114.0,126.14,100.0,2,0,1,0,20180301
50507792655129,52.0,126.14,6339938.0,327611114.0,126.14,100.0,2,0,1,0,20180301
50507792655129,30.0,126.14,6339939.0,327812366.0,126.14,30.0,4,0,1,0,20180301
50507792655129,10.0,126.14,6339940.0,327983342.0,126.14,10.0,6,0,1,0,20180301
50515612938647,6.0,126.07,6348807.0,328319106.0,126.07,6.0,2,0,1,0,20180301
50517974815486,5.0,126.12,6350073.0,0.0,126.12,5.0,2,0,0,1,20180301
50517974815486,4.0,126.12,6350074.0,0.0,126.12,4.0,4,0,0,1,20180301
50517975625911,10.0,126.12,6350075.0,0.0,126.12,10.0,2,0,0,1,20180301
50525584845785,5.0,126.12,6356683.0,0.0,126.12,5.0,2,0,0,1,20180301
50525584845785,95.0,126.13,6356684.0,0.0,126.13,95.0,4,0,0,1,20180301
50525584902653,5.0,126.13,6356685.0,0.0,126.13,5.0,2,0,0,1,20180301
50525584902653,26.0,126.14,6356686.0,328368322.0,126.14,100.0,4,1,1,0,20180301
50525584928366,74.0,126.14,6356687.0,328368322.0,126.14,100.0,2,1,1,0,20180301
50549599009141,10.0,126.0,6372284.0,148748302.0,126.0,10.0,2,0,1,0,20180301
50549599009141,10.0,126.0,6372285.0,322327182.0,126.0,10.0,4,0,1,0,20180301
50549699500202,1.0,125.92,6374873.0,326273794.0,125.92,1.0,2,0,1,0,20180301
50562509820393,25.0,125.99,6389585.0,329521646.0,125.99,25.0,2,1,1,0,20180301
50562509820393,100.0,125.99,6389586.0,329584918.0,125.99,100.0,4,1,1,0,20180301
50562509820393,75.0,125.99,6389587.0,329637682.0,125.99,200.0,6,1,1,0,20180301
50562509910195,20.0,125.99,6389588.0,329637682.0,125.99,200.0,2,1,1,0,20180301
50562509911591,105.0,125.99,6389589.0,329637682.0,125.99,200.0,2,1,1,0,20180301
50562510025569,50.0,126.03,6389590.0,330038890.0,126.03,100.0,2,1,1,0,20180301
50562510061553,50.0,126.03,6389591.0,330038890.0,126.03,100.0,2,1,1,0,20180301
50596528636776,100.0,126.05,6422011.0,331236738.0,126.05,100.0,2,1,1,0,20180301
50596677127605,2.0,126.11,6422157.0,329580698.0,126.11,2.0,2,1,1,0,20180301
50596678224776,2.0,126.12,6422158.0,329580718.0,126.12,2.0,2,1,1,0,20180301
50596678565736,2.0,126.13,6422160.0,329580730.0,126.13,2.0,2,1,1,0,20180301
50618019515908,4.0,125.92,6435224.0,0.0,125.92,4.0,2,0,0,1,20180301
50618019547492,1.0,125.92,6435225.0,0.0,125.92,1.0,2,0,0,1,20180301
50618019547492,4.0,125.9,6435226.0,332695062.0,125.9,5.0,4,0,1,0,20180301
50618019552769,1.0,125.9,6435227.0,332695062.0,125.9,5.0,2,0,1,0,20180301
50618019564678,100.0,125.89,6435228.0,0.0,125.89,100.0,2,0,0,1,20180301
50618019596845,100.0,125.88,6435229.0,332498358.0,125.88,100.0,2,0,1,0,20180301
50621587180112,5.0,125.92,6436374.0,332711226.0,125.92,100.0,2,1,1,0,20180301
50621587205570,95.0,125.92,6436375.0,332711226.0,125.92,100.0,2,1,1,0,20180301
50621587205570,22.0,125.92,6436376.0,332722974.0,125.92,22.0,4,1,1,0,20180301
50621587570583,4.0,125.94,6436377.0,332711110.0,125.94,200.0,2,1,1,0,20180301
50621587616309,196.0,125.94,6436378.0,332711110.0,125.94,200.0,2,1,1,0,20180301
50621615159812,100.0,125.88,6436385.0,0.0,125.88,100.0,2,0,0,1,20180301
50640321394887,100.0,126.02,6445271.0,332965958.0,126.02,100.0,2,1,1,0,20180301
50640321527088,50.0,126.05,6445277.0,332861746.0,126.05,50.0,2,1,1,0,20180301
50640321550866,2.0,126.07,6445279.0,332729526.0,126.07,2.0,2,1,1,0,20180301
50644351521898,2.0,126.09,6448905.0,332729530.0,126.09,2.0,2,1,1,0,20180301
50644353609092,2.0,126.1,6448943.0,332729534.0,126.1,2.0,2,1,1,0,20180301
50644353609092,8.0,126.1,6448944.0,333172598.0,126.1,8.0,4,1,1,0,20180301
50644353698598,2.0,126.11,6448945.0,332729554.0,126.11,2.0,2,1,1,0,20180301
50644353698598,8.0,126.11,6448946.0,333172610.0,126.11,8.0,4,1,1,0,20180301
50646849147051,2.0,126.14,6451229.0,329580738.0,126.14,2.0,2,1,1,0,20180301
50646849147051,3.0,126.14,6451230.0,333172614.0,126.14,3.0,4,1,1,0,20180301
50646850250072,5.0,126.15,6451232.0,329580770.0,126.15,5.0,2,1,1,0,20180301
50647234963370,100.0,126.11,6451381.0,333563518.0,126.11,100.0,2,0,1,0,20180301
50647235075417,20.0,126.1,6451382.0,333552650.0,126.1,20.0,2,0,1,0,20180301
50647235320758,100.0,126.06,6451383.0,0.0,126.06,100.0,2,0,0,1,20180301
50647235371608,100.0,126.05,6451384.0,333563494.0,126.05,100.0,2,0,1,0,20180301
50684015060899,5.0,126.16,6467673.0,330967142.0,126.16,5.0,2,1,1,0,20180301
50684015060899,6.0,126.16,6467674.0,331436010.0,126.16,6.0,4,1,1,0,20180301
50684015060899,1.0,126.16,6467675.0,333669250.0,126.16,1.0,6,1,1,0,20180301
50684015060899,28.0,126.16,6467676.0,333848830.0,126.16,100.0,8,1,1,0,20180301
50684015125060,72.0,126.16,6467677.0,333848830.0,126.16,100.0,2,1,1,0,20180301
50684272076009,2.0,126.2,6468486.0,329580830.0,126.2,2.0,2,1,1,0,20180301
50739012631244,7.0,125.97,6495080.0,335291262.0,125.97,7.0,2,0,1,0,20180301
50739012657624,40.0,125.96,6495081.0,335878398.0,125.96,40.0,2,0,1,0,20180301
50739323890690,100.0,125.91,6495576.0,335468474.0,125.91,100.0,2,0,1,0,20180301
50758443549313,3.0,126.02,6503999.0,336251114.0,126.02,3.0,2,1,1,0,20180301
50758443559869,100.0,126.03,6504000.0,336012214.0,126.03,100.0,2,1,1,0,20180301
50758443616395,44.0,126.06,6504001.0,335761314.0,126.06,100.0,2,1,1,0,20180301
50758443630865,50.0,126.06,6504002.0,335761314.0,126.06,100.0,2,1,1,0,20180301
50758443633833,6.0,126.06,6504003.0,335761314.0,126.06,100.0,2,1,1,0,20180301
50758443633833,100.0,126.06,6504004.0,335819618.0,126.06,100.0,4,1,1,0,20180301
50760925909833,1.0,126.08,6507668.0,336585674.0,126.08,1.0,2,1,1,0,20180301
50760925909833,99.0,126.08,6507669.0,336593306.0,126.08,100.0,4,1,1,0,20180301
50760925937850,1.0,126.08,6507670.0,336593306.0,126.08,100.0,2,1,1,0,20180301
50761005350525,100.0,126.08,6507862.0,0.0,126.08,100.0,2,0,0,1,20180301
50767571161094,18.0,126.14,6512104.0,335261566.0,126.14,18.0,2,1,1,0,20180301
50767575504334,5.0,126.15,6512144.0,334923374.0,126.15,5.0,2,1,1,0,20180301
50767575504334,5.0,126.15,6512145.0,336043554.0,126.15,5.0,4,1,1,0,20180301
50767578005086,5.0,126.16,6512167.0,336043566.0,126.16,5.0,2,1,1,0,20180301
50776467261351,40.0,126.16,6516462.0,0.0,126.16,40.0,2,0,0,1,20180301
50784412532975,9.0,126.0,6519080.0,337240662.0,126.0,9.0,2,0,1,0,20180301
50784412545836,14.0,125.99,6519081.0,337227318.0,125.99,14.0,2,0,1,0,20180301
50784428517159,30.0,125.98,6519083.0,0.0,125.98,30.0,2,0,0,1,20180301
50793305050774,100.0,125.96,6522853.0,0.0,125.96,100.0,2,0,0,1,20180301
50793305118490,100.0,125.95,6522854.0,337294358.0,125.95,100.0,2,0,1,0,20180301
50793305135870,40.0,125.95,6522855.0,337302562.0,125.95,40.0,2,0,1,0,20180301
50793810436192,100.0,125.95,6523244.0,337478482.0,125.95,100.0,2,1,1,0,20180301
50798683826739,100.0,126.06,6525190.0,337251434.0,126.06,100.0,2,1,1,0,20180301
50809990141821,5.0,126.14,6529997.0,337460794.0,126.14,5.0,2,1,1,0,20180301
50817471588037,2.0,126.16,6533701.0,338073998.0,126.16,2.0,2,1,1,0,20180301
50817472681683,24.0,126.18,6533702.0,337922598.0,126.18,24.0,2,1,1,0,20180301
50817472681683,2.0,126.18,6533703.0,338073962.0,126.18,2.0,4,1,1,0,20180301
50835112939287,2.0,126.19,6539147.0,338074030.0,126.19,2.0,2,1,1,0,20180301
50835113269777,2.0,126.21,6539148.0,338074034.0,126.21,2.0,2,1,1,0,20180301
50840212754089,100.0,126.16,6541799.0,338360714.0,126.16,100.0,2,0,1,0,20180301
50902571398112,98.0,126.18,6571536.0,339722366.0,126.18,100.0,2,1,1,0,20180301
50902571443081,2.0,126.18,6571537.0,339722366.0,126.18,100.0,2,1,1,0,20180301
50902581110620,29.0,126.21,6571538.0,338962282.0,126.21,29.0,2,1,1,0,20180301
50902581136321,2.0,126.22,6571539.0,329580878.0,126.22,2.0,2,1,1,0,20180301
50902581136321,23.0,126.22,6571540.0,338415030.0,126.22,23.0,4,1,1,0,20180301
50947032159779,100.0,126.11,6595560.0,340064874.0,126.11,100.0,2,0,1,0,20180301
50947032159779,72.0,126.11,6595561.0,340770442.0,126.11,100.0,4,0,1,0,20180301
50947032167001,28.0,126.11,6595562.0,340770442.0,126.11,100.0,2,0,1,0,20180301
50947032186913,1.0,126.06,6595564.0,339869622.0,126.06,1.0,2,0,1,0,20180301
50947032202303,100.0,126.05,6595565.0,0.0,126.05,100.0,2,0,0,1,20180301
50947032202303,100.0,126.05,6595566.0,0.0,126.05,100.0,4,0,0,1,20180301
50947032202303,29.0,126.03,6595567.0,339873902.0,126.03,100.0,6,0,1,0,20180301
50947033049118,1.0,126.03,6595594.0,339873902.0,126.03,100.0,2,0,1,0,20180301
50947033049662,1.0,126.03,6595595.0,339873902.0,126.03,100.0,2,0,1,0,20180301
50947392589412,100.0,126.05,6596007.0,341062194.0,126.05,100.0,2,0,1,0,20180301
50955232886927,10.0,126.03,6603149.0,341090934.0,126.03,10.0,2,0,1,0,20180301
50957644812509,1.0,126.01,6604422.0,338077014.0,126.01,1.0,2,0,1,0,20180301
50959412437933,4.0,126.02,6605546.0,341475958.0,126.02,4.0,2,1,1,0,20180301
50959412464765,100.0,126.03,6605547.0,0.0,126.03,100.0,2,0,0,1,20180301
50960026935726,168.0,126.07,6605931.0,341336126.0,126.07,200.0,2,1,1,0,20180301
50960026954169,32.0,126.07,6605932.0,341336126.0,126.07,200.0,2,1,1,0,20180301
50960026981296,9.0,126.1,6605934.0,341445430.0,126.1,100.0,2,1,1,0,20180301
50960027022905,91.0,126.1,6605935.0,341445430.0,126.1,100.0,2,1,1,0,20180301
50967819288242,100.0,126.08,6608051.0,341701258.0,126.08,100.0,2,1,1,0,20180301
50983434220450,100.0,126.15,6614394.0,341953266.0,126.15,100.0,2,1,1,0,20180301
50983442763225,3.0,126.16,6614409.0,341732522.0,126.16,3.0,2,1,1,0,20180301
50983442763225,2.0,126.17,6614410.0,341488674.0,126.17,2.0,4,1,1,0,20180301
50983442763225,2.0,126.18,6614411.0,341488678.0,126.18,2.0,6,1,1,0,20180301
50983442763225,2.0,126.19,6614412.0,341403730.0,126.19,2.0,8,1,1,0,20180301
50983442763225,2.0,126.2,6614413.0,341403734.0,126.2,2.0,10,1,1,0,20180301
50983442763225,89.0,126.2,6614414.0,341758582.0,126.2,100.0,12,1,1,0,20180301
50983442802560,11.0,126.2,6614415.0,341758582.0,126.2,100.0,2,1,1,0,20180301
50983442802560,100.0,126.2,6614416.0,341932034.0,126.2,100.0,4,1,1,0,20180301
50988779128275,100.0,126.13,6616329.0,0.0,126.13,100.0,2,0,0,1,20180301
50997581539869,100.0,126.11,6619325.0,342110026.0,126.11,100.0,2,0,1,0,20180301
50997581539869,41.0,126.11,6619326.0,342185814.0,126.11,100.0,4,0,1,0,20180301
50997581555410,59.0,126.11,6619327.0,342185814.0,126.11,100.0,2,0,1,0,20180301
51012453395996,31.0,126.09,6623307.0,0.0,126.09,31.0,2,0,0,1,20180301
51013352746622,69.0,126.09,6623439.0,0.0,126.09,69.0,2,0,0,1,20180301
51013352746622,31.0,126.1,6623440.0,342605110.0,126.1,100.0,4,1,1,0,20180301
51013352773481,69.0,126.1,6623441.0,342605110.0,126.1,100.0,2,1,1,0,20180301
51021511009133,1.0,126.14,6628856.0,342683514.0,126.14,1.0,2,1,1,0,20180301
51031309314536,1.0,126.09,6632756.0,0.0,126.09,1.0,2,0,0,1,20180301
51031309315761,1.0,126.09,6632757.0,0.0,126.09,1.0,2,0,0,1,20180301
51031309319641,1.0,126.09,6632758.0,0.0,126.09,1.0,2,0,0,1,20180301
51031309320370,1.0,126.09,6632759.0,0.0,126.09,1.0,2,0,0,1,20180301
51031309323192,1.0,126.09,6632760.0,0.0,126.09,1.0,2,0,0,1,20180301
51031309323734,1.0,126.09,6632761.0,0.0,126.09,1.0,2,0,0,1,20180301
51031309328805,1.0,126.09,6632762.0,0.0,126.09,1.0,2,0,0,1,20180301
51031309329272,2.0,126.09,6632763.0,0.0,126.09,2.0,2,0,0,1,20180301
51031309332244,1.0,126.09,6632764.0,0.0,126.09,1.0,2,0,0,1,20180301
51031309332680,1.0,126.09,6632765.0,0.0,126.09,1.0,2,0,0,1,20180301
51031309333993,1.0,126.09,6632766.0,0.0,126.09,1.0,2,0,0,1,20180301
51031309336635,2.0,126.09,6632767.0,0.0,126.09,2.0,2,0,0,1,20180301
51073629895220,1.0,125.97,6653019.0,337909854.0,125.97,1.0,2,0,1,0,20180301
51073629895220,82.0,125.97,6653020.0,343715170.0,125.97,100.0,4,0,1,0,20180301
51109401461559,100.0,126.0,6670127.0,345240546.0,126.0,100.0,2,1,1,0,20180301
51109401461559,50.0,126.0,6670128.0,345242642.0,126.0,50.0,4,1,1,0,20180301
51112403232405,2.0,125.95,6670958.0,0.0,125.95,2.0,2,0,0,1,20180301
51142615162654,8.0,125.92,6684733.0,345597106.0,125.92,8.0,2,0,1,0,20180301
51142615187177,5.0,125.91,6684734.0,345945822.0,125.91,5.0,2,0,1,0,20180301
51143298628811,7.0,125.89,6684923.0,345576378.0,125.89,100.0,2,0,1,0,20180301
51143298737753,93.0,125.89,6684924.0,345576378.0,125.89,100.0,2,0,1,0,20180301
51143298809329,14.0,125.86,6684925.0,345717002.0,125.86,200.0,2,0,1,0,20180301
51143298849936,93.0,125.86,6684926.0,345717002.0,125.86,200.0,2,0,1,0,20180301
51143298858660,86.0,125.86,6684927.0,345717002.0,125.86,200.0,2,0,1,0,20180301
51143298865660,7.0,125.86,6684928.0,345717002.0,125.86,200.0,2,0,1,0,20180301
51143299766099,100.0,125.89,6684929.0,345956974.0,125.89,100.0,2,0,1,0,20180301
51165669216501,41.0,125.89,6694549.0,0.0,125.89,41.0,2,0,0,1,20180301
51171888048884,1.0,125.8,6701740.0,328370890.0,125.8,1.0,2,0,1,0,20180301
51200969600794,95.0,125.87,6715544.0,0.0,125.87,95.0,2,0,0,1,20180301
51200969600794,5.0,125.88,6715545.0,0.0,125.88,5.0,4,0,0,1,20180301
51202811393428,100.0,125.81,6716438.0,347479466.0,125.81,100.0,2,1,1,0,20180301
51213113299248,100.0,125.74,6722831.0,347480014.0,125.74,100.0,2,0,1,0,20180301
51213113351335,1.0,125.73,6722832.0,345211142.0,125.73,1.0,2,0,1,0,20180301
51213113351335,85.0,125.73,6722833.0,346953422.0,125.73,100.0,4,0,1,0,20180301
51213113352244,15.0,125.73,6722834.0,346953422.0,125.73,100.0,2,0,1,0,20180301
51226410785916,100.0,125.7,6727757.0,348140990.0,125.7,100.0,2,1,1,0,20180301
51229133649097,18.0,125.71,6728403.0,348171506.0,125.71,100.0,2,0,1,0,20180301
51229251130365,50.0,125.71,6728586.0,348171506.0,125.71,100.0,2,0,1,0,20180301
