nanoseconds,executed_shares,execution_price,match_number,order_number,price,shares,tracking_number,buysell_S,msg_type_E,msg_type_P,date
43146755083713,100.0,128.05,3765145.0,0.0,128.05,100.0,2,0,0,1,20180301
43146755585391,100.0,128.1,3765146.0,191909294.0,128.1,100.0,2,1,1,0,20180301
43164195793999,50.0,128.05,3769734.0,192224202.0,128.05,100.0,2,0,1,0,20180301
43164195808157,50.0,128.05,3769735.0,192224202.0,128.05,100.0,2,0,1,0,20180301
43164195811491,5.0,128.04,3769736.0,192317722.0,128.04,5.0,2,0,1,0,20180301
43171088607612,100.0,128.11,3773074.0,192473046.0,128.11,100.0,2,1,1,0,20180301
43171088619891,100.0,128.12,3773077.0,192489178.0,128.12,100.0,2,1,1,0,20180301
43171088619891,61.0,128.13,3773078.0,192545946.0,128.13,100.0,4,1,1,0,20180301
43171088623356,39.0,128.13,3773079.0,192545946.0,128.13,100.0,2,1,1,0,20180301
43171088648571,100.0,128.17,3773080.0,0.0,128.17,100.0,2,0,0,1,20180301
43171088650814,100.0,128.18,3773081.0,192367318.0,128.18,100.0,2,1,1,0,20180301
43194313927759,100.0,128.13,3782215.0,192945402.0,128.13,100.0,2,0,1,0,20180301
43194314167453,1.0,128.13,3782216.0,193082858.0,128.13,1.0,2,0,1,0,20180301
43194314181163,100.0,128.12,3782217.0,192606618.0,128.12,100.0,2,0,1,0,20180301
43194314181163,100.0,128.12,3782218.0,192701050.0,128.12,100.0,4,0,1,0,20180301
43194314199253,100.0,128.12,3782219.0,0.0,128.12,100.0,2,0,0,1,20180301
43262010729334,3.0,128.05,3797021.0,0.0,128.05,3.0,2,0,0,1,20180301
43263926468330,1.0,128.05,3797777.0,0.0,128.05,1.0,2,0,0,1,20180301
43266190837617,1.0,128.05,3798882.0,0.0,128.05,1.0,2,0,0,1,20180301
43268477073865,1.0,128.05,3799973.0,0.0,128.05,1.0,2,0,0,1,20180301
43271587283949,77.0,128.05,3800696.0,194154070.0,128.05,77.0,2,1,1,0,20180301
43282739843649,40.0,128.13,3804036.0,194194682.0,128.13,40.0,2,1,1,0,20180301
43282739865188,40.0,128.14,3804037.0,194194662.0,128.14,40.0,2,1,1,0,20180301
43282739889139,100.0,128.16,3804039.0,0.0,128.16,100.0,2,0,0,1,20180301
43282742286172,100.0,128.2,3804069.0,193912974.0,128.2,100.0,2,1,1,0,20180301
43282742304881,21.0,128.21,3804070.0,193344394.0,128.21,29.0,2,1,1,0,20180301
43282742309599,8.0,128.21,3804071.0,193344394.0,128.21,29.0,2,1,1,0,20180301
43282742309599,42.0,128.21,3804072.0,194281054.0,128.21,100.0,4,1,1,0,20180301
43282742312927,58.0,128.21,3804073.0,194281054.0,128.21,100.0,2,1,1,0,20180301
43282742312927,42.0,128.21,3804074.0,194291302.0,128.21,100.0,4,1,1,0,20180301
43282742316172,58.0,128.21,3804075.0,194291302.0,128.21,100.0,2,1,1,0,20180301
43282803987265,100.0,128.16,3804113.0,194373134.0,128.16,100.0,2,1,1,0,20180301
43282804138711,100.0,128.16,3804114.0,194373174.0,128.16,100.0,2,1,1,0,20180301
43324718141557,1.0,128.18,3816436.0,0.0,128.18,1.0,2,0,0,1,20180301
43324718141557,1.0,128.18,3816437.0,0.0,128.18,1.0,4,0,0,1,20180301
43331428213042,1.0,128.1,3823417.0,194846778.0,128.1,100.0,2,0,1,0,20180301
43331428238191,99.0,128.1,3823418.0,194846778.0,128.1,100.0,2,0,1,0,20180301
43331428238191,2.0,128.1,3823419.0,194918550.0,128.1,2.0,4,0,1,0,20180301
43331428566404,100.0,128.1,3823420.0,195347310.0,128.1,100.0,2,0,1,0,20180301
43331469685863,100.0,128.19,3823427.0,0.0,128.19,100.0,2,0,0,1,20180301
43331469685863,100.0,128.22,3823428.0,0.0,128.22,100.0,4,0,0,1,20180301
43344133888059,100.0,128.1,3828615.0,195347394.0,128.1,100.0,2,0,1,0,20180301
43344133888059,100.0,128.1,3828616.0,195347422.0,128.1,100.0,4,0,1,0,20180301
43344133888059,100.0,128.1,3828617.0,195347502.0,128.1,100.0,6,0,1,0,20180301
43344133923377,100.0,128.1,3828618.0,195385430.0,128.1,100.0,2,0,1,0,20180301
43344133942491,100.0,128.08,3828619.0,194376510.0,128.08,100.0,2,0,1,0,20180301
43344133946392,100.0,128.05,3828620.0,194736062.0,128.05,100.0,2,0,1,0,20180301
43356295157187,40.0,127.96,3833311.0,195676094.0,127.96,124.0,2,0,1,0,20180301
43356295199873,84.0,127.96,3833312.0,195676094.0,127.96,124.0,2,0,1,0,20180301
43356295201417,84.0,127.96,3833313.0,0.0,127.96,84.0,2,0,0,1,20180301
43372432383946,50.0,127.86,3843036.0,196393722.0,127.86,50.0,2,0,1,0,20180301
43373505677059,300.0,127.85,3843975.0,196536098.0,127.85,1100.0,2,1,1,0,20180301
43373505719663,200.0,127.85,3843976.0,196536098.0,127.85,1100.0,2,1,1,0,20180301
43373505750104,600.0,127.85,3843977.0,196536098.0,127.85,1100.0,2,1,1,0,20180301
43373505837012,8.0,127.85,3843978.0,196536170.0,127.85,8.0,2,1,1,0,20180301
43373506082512,2.0,127.84,3843979.0,196107230.0,127.84,100.0,2,0,1,0,20180301
43373506131871,98.0,127.84,3843980.0,196107230.0,127.84,100.0,2,0,1,0,20180301
43373509087805,100.0,127.86,3843982.0,0.0,127.86,100.0,2,0,0,1,20180301
43373509087805,200.0,127.87,3843983.0,196536262.0,127.87,200.0,4,1,1,0,20180301
43373510070481,100.0,127.92,3843984.0,196495262.0,127.92,100.0,2,1,1,0,20180301
43373510070481,100.0,127.92,3843985.0,196517846.0,127.92,100.0,4,1,1,0,20180301
43394266072631,100.0,127.92,3851779.0,196561854.0,127.92,100.0,2,1,1,0,20180301
43394266072631,100.0,127.92,3851780.0,196596554.0,127.92,100.0,4,1,1,0,20180301
43394266072631,6.0,127.92,3851781.0,196648046.0,127.92,6.0,6,1,1,0,20180301
43394266223887,50.0,127.94,3851782.0,196653518.0,127.94,100.0,2,1,1,0,20180301
43394266256926,37.0,127.94,3851783.0,196653518.0,127.94,100.0,2,1,1,0,20180301
43394266267568,3.0,127.94,3851784.0,196653518.0,127.94,100.0,2,1,1,0,20180301
43394266275614,10.0,127.94,3851785.0,196653518.0,127.94,100.0,2,1,1,0,20180301
43394266319136,8.0,127.96,3851786.0,196539950.0,127.96,8.0,2,1,1,0,20180301
43397022316858,1.0,127.93,3852298.0,197070330.0,127.93,1.0,2,0,1,0,20180301
43397022316858,100.0,127.93,3852299.0,197116982.0,127.93,100.0,4,0,1,0,20180301
43440912926445,10.0,127.86,3864869.0,0.0,127.86,10.0,2,0,0,1,20180301
43440912926445,113.0,127.88,3864870.0,197811522.0,127.88,200.0,4,1,1,0,20180301
43440912931841,87.0,127.88,3864871.0,197811522.0,127.88,200.0,2,1,1,0,20180301
43440912931841,13.0,127.88,3864872.0,197814102.0,127.88,100.0,4,1,1,0,20180301
43440912946141,87.0,127.88,3864873.0,197814102.0,127.88,100.0,2,1,1,0,20180301
43499107936598,3.0,127.9,3882212.0,0.0,127.9,3.0,2,0,0,1,20180301
43499108111927,2.0,127.9,3882213.0,0.0,127.9,2.0,2,0,0,1,20180301
43505935693149,40.0,127.97,3883873.0,197710766.0,127.97,100.0,2,1,1,0,20180301
43505935706428,60.0,127.97,3883874.0,197710766.0,127.97,100.0,2,1,1,0,20180301
43505935706428,7.0,127.97,3883875.0,198094370.0,127.97,7.0,4,1,1,0,20180301
43505935706428,33.0,127.97,3883876.0,198150118.0,127.97,155.0,6,1,1,0,20180301
43505935726405,100.0,127.97,3883877.0,198150118.0,127.97,155.0,2,1,1,0,20180301
43505935739659,22.0,127.97,3883878.0,198150118.0,127.97,155.0,2,1,1,0,20180301
43505935739659,78.0,127.97,3883879.0,198568386.0,127.97,113.0,4,1,1,0,20180301
43505935768003,35.0,127.97,3883880.0,198568386.0,127.97,113.0,2,1,1,0,20180301
43506441849468,100.0,128.04,3884033.0,198056798.0,128.04,100.0,2,1,1,0,20180301
43506648097615,57.0,128.04,3884090.0,199238634.0,128.04,57.0,2,1,1,0,20180301
43506649682405,100.0,128.06,3884091.0,198245138.0,128.06,100.0,2,1,1,0,20180301
43508197277158,100.0,128.17,3884393.0,0.0,128.17,100.0,2,0,0,1,20180301
43508197277158,100.0,128.17,3884394.0,0.0,128.17,100.0,4,0,0,1,20180301
43508197277158,100.0,128.19,3884395.0,0.0,128.19,100.0,6,0,0,1,20180301
43527545402697,40.0,128.13,3888486.0,0.0,128.13,40.0,2,0,0,1,20180301
43533995517706,100.0,128.21,3890800.0,199547538.0,128.21,100.0,2,1,1,0,20180301
43533995517706,38.0,128.21,3890801.0,199555798.0,128.21,38.0,4,1,1,0,20180301
43533995571394,100.0,128.21,3890802.0,0.0,128.21,100.0,2,0,0,1,20180301
43533995931673,100.0,128.22,3890803.0,199253758.0,128.22,100.0,2,1,1,0,20180301
43592925035661,50.0,128.2,3909687.0,200443110.0,128.2,50.0,2,0,1,0,20180301
43592925061732,100.0,128.2,3909688.0,0.0,128.2,100.0,2,0,0,1,20180301
43592925087823,1.0,128.19,3909689.0,200139590.0,128.19,1.0,2,0,1,0,20180301
43592925087823,99.0,128.19,3909690.0,200163322.0,128.19,100.0,4,0,1,0,20180301
43592925099048,1.0,128.19,3909691.0,200163322.0,128.19,100.0,2,0,1,0,20180301
43592925099048,49.0,128.19,3909692.0,200172174.0,128.19,100.0,4,0,1,0,20180301
43592925116047,51.0,128.19,3909693.0,200172174.0,128.19,100.0,2,0,1,0,20180301
43592925116047,100.0,128.19,3909694.0,200581714.0,128.19,100.0,4,0,1,0,20180301
43592925127678,100.0,128.18,3909695.0,200062166.0,128.18,100.0,2,0,1,0,20180301
43592925127678,1.0,128.18,3909696.0,200139610.0,128.18,1.0,4,0,1,0,20180301
43592925147897,100.0,128.17,3909697.0,199712034.0,128.17,100.0,2,0,1,0,20180301
43592925207036,99.0,128.14,3909698.0,200159454.0,128.14,100.0,2,0,1,0,20180301
43592925212827,1.0,128.14,3909699.0,200159454.0,128.14,100.0,2,0,1,0,20180301
43592925857752,100.0,128.14,3909711.0,200681834.0,128.14,100.0,2,0,1,0,20180301
43592925857752,10.0,128.14,3909712.0,200681838.0,128.14,10.0,4,0,1,0,20180301
43599298923972,43.0,128.28,3911725.0,0.0,128.28,43.0,2,0,0,1,20180301
43599318165865,100.0,128.3,3911876.0,200695614.0,128.3,100.0,2,1,1,0,20180301
43599318165865,100.0,128.3,3911877.0,200716366.0,128.3,100.0,4,1,1,0,20180301
43599318165865,100.0,128.3,3911878.0,0.0,128.3,100.0,6,0,0,1,20180301
43599318246042,100.0,128.31,3911879.0,200074482.0,128.31,100.0,2,1,1,0,20180301
43599318246042,100.0,128.31,3911880.0,200264418.0,128.31,100.0,4,1,1,0,20180301
43600932544737,100.0,128.24,3912478.0,200842218.0,128.24,100.0,2,0,1,0,20180301
43600933103489,100.0,128.24,3912485.0,200850590.0,128.24,100.0,2,0,1,0,20180301
43608143510607,100.0,128.24,3914416.0,200862766.0,128.24,100.0,2,0,1,0,20180301
43608143510607,1.0,128.24,3914417.0,200892234.0,128.24,1.0,4,0,1,0,20180301
43675003101165,100.0,128.26,3930409.0,201166490.0,128.26,100.0,2,1,1,0,20180301
43675003101165,1.0,128.26,3930410.0,201755186.0,128.26,1.0,4,1,1,0,20180301
43675003101165,40.0,128.26,3930411.0,201985930.0,128.26,40.0,6,1,1,0,20180301
43675003144575,8.0,128.27,3930412.0,200985038.0,128.27,300.0,2,1,1,0,20180301
43675003148455,6.0,128.27,3930413.0,200985038.0,128.27,300.0,2,1,1,0,20180301
43675003196907,41.0,128.27,3930414.0,200985038.0,128.27,300.0,2,1,1,0,20180301
43675003203288,50.0,128.27,3930415.0,200985038.0,128.27,300.0,2,1,1,0,20180301
43675003204504,50.0,128.27,3930416.0,200985038.0,128.27,300.0,2,1,1,0,20180301
43675003204986,91.0,128.27,3930417.0,200985038.0,128.27,300.0,2,1,1,0,20180301
43675003208569,50.0,128.27,3930418.0,200985038.0,128.27,300.0,2,1,1,0,20180301
43675003213665,4.0,128.27,3930419.0,200985038.0,128.27,300.0,2,1,1,0,20180301
43675003213665,8.0,128.27,3930420.0,201000470.0,128.27,8.0,4,1,1,0,20180301
43675003213665,79.0,128.27,3930421.0,201014666.0,128.27,100.0,6,1,1,0,20180301
43675003224006,21.0,128.27,3930422.0,201014666.0,128.27,100.0,2,1,1,0,20180301
43675003432946,14.0,128.28,3930423.0,201044606.0,128.28,100.0,2,1,1,0,20180301
43675003442905,86.0,128.28,3930424.0,201044606.0,128.28,100.0,2,1,1,0,20180301
43675006154238,41.0,128.31,3930425.0,201166794.0,128.31,100.0,2,1,1,0,20180301
43675006181615,59.0,128.31,3930426.0,201166794.0,128.31,100.0,2,1,1,0,20180301
43675006181615,100.0,128.31,3930427.0,201345178.0,128.31,100.0,4,1,1,0,20180301
43675006181615,100.0,128.31,3930428.0,201527042.0,128.31,100.0,6,1,1,0,20180301
43675006227109,100.0,128.32,3930429.0,201144298.0,128.32,100.0,2,1,1,0,20180301
43675006268728,16.0,128.33,3930430.0,194379602.0,128.33,35.0,2,1,1,0,20180301
43675006694891,19.0,128.33,3930431.0,194379602.0,128.33,35.0,2,1,1,0,20180301
43675327498287,34.0,128.35,3930454.0,189608422.0,128.35,34.0,2,1,1,0,20180301
43675612933344,100.0,128.39,3930523.0,0.0,128.39,100.0,2,0,0,1,20180301
43676013821219,26.0,128.4,3930544.0,188881486.0,128.4,26.0,2,1,1,0,20180301
43676015153926,100.0,128.45,3930545.0,0.0,128.45,100.0,2,0,0,1,20180301
43676015153926,100.0,128.48,3930546.0,202022814.0,128.48,100.0,4,1,1,0,20180301
43676015180538,100.0,128.49,3930547.0,0.0,128.49,100.0,2,0,0,1,20180301
43676020579531,100.0,128.51,3930548.0,189261886.0,128.51,100.0,2,1,1,0,20180301
43676321200377,100.0,128.61,3930612.0,202024594.0,128.61,100.0,2,1,1,0,20180301
43676321200377,100.0,128.61,3930613.0,202024722.0,128.61,100.0,4,1,1,0,20180301
43676323227214,100.0,128.57,3930614.0,0.0,128.57,100.0,2,0,0,1,20180301
43676515405721,5.0,128.53,3930634.0,202029326.0,128.53,5.0,2,0,1,0,20180301
43676516181067,100.0,128.52,3930635.0,202031366.0,128.52,100.0,2,0,1,0,20180301
43676519379869,100.0,128.56,3930636.0,0.0,128.56,100.0,2,0,0,1,20180301
43676519379869,100.0,128.57,3930637.0,202031430.0,128.57,100.0,4,1,1,0,20180301
43676519379869,50.0,128.57,3930638.0,202031438.0,128.57,50.0,6,1,1,0,20180301
43676519379869,100.0,128.57,3930639.0,202031442.0,128.57,100.0,8,1,1,0,20180301
43676519379869,50.0,128.57,3930640.0,202031450.0,128.57,50.0,10,1,1,0,20180301
43676519379869,100.0,128.57,3930641.0,202031454.0,128.57,100.0,12,1,1,0,20180301
43676519567762,100.0,128.57,3930642.0,202031458.0,128.57,100.0,2,1,1,0,20180301
43676519567762,100.0,128.57,3930643.0,202031490.0,128.57,100.0,4,1,1,0,20180301
43676519567762,65.0,128.57,3930644.0,0.0,128.57,65.0,6,0,0,1,20180301
43676523511710,100.0,128.57,3930645.0,202031554.0,128.57,100.0,2,1,1,0,20180301
43680730395790,100.0,128.46,3931127.0,0.0,128.46,100.0,2,0,0,1,20180301
43683201713500,50.0,128.44,3931618.0,202045470.0,128.44,100.0,2,0,1,0,20180301
43683201738942,50.0,128.44,3931619.0,202045470.0,128.44,100.0,2,0,1,0,20180301
43683201738942,100.0,128.44,3931620.0,202061430.0,128.44,100.0,4,0,1,0,20180301
43683201738942,1.0,128.44,3931621.0,202081998.0,128.44,1.0,6,0,1,0,20180301
43683201768067,100.0,128.43,3931622.0,202035082.0,128.43,100.0,2,0,1,0,20180301
43683201776238,100.0,128.43,3931623.0,202045398.0,128.43,100.0,2,0,1,0,20180301
43683201776238,100.0,128.43,3931624.0,0.0,128.43,100.0,4,0,0,1,20180301
43683201785903,49.0,128.42,3931625.0,202031534.0,128.42,100.0,2,0,1,0,20180301
43683201797610,51.0,128.42,3931626.0,202031534.0,128.42,100.0,2,0,1,0,20180301
43683204163785,100.0,128.4,3931627.0,0.0,128.4,100.0,2,0,0,1,20180301
43685631645129,55.0,128.35,3931986.0,0.0,128.35,55.0,2,0,0,1,20180301
43688870167793,39.0,128.33,3934576.0,0.0,128.33,39.0,2,0,0,1,20180301
43691380867903,100.0,128.32,3935155.0,202218302.0,128.32,100.0,2,0,1,0,20180301
43691380867903,100.0,128.32,3935156.0,0.0,128.32,100.0,4,0,0,1,20180301
43691380902579,100.0,128.31,3935157.0,202088246.0,128.31,100.0,2,0,1,0,20180301
43691380902579,100.0,128.31,3935158.0,202107754.0,128.31,100.0,4,0,1,0,20180301
43691380924200,100.0,128.31,3935159.0,0.0,128.31,100.0,2,0,0,1,20180301
43691381665002,19.0,128.31,3935162.0,202252518.0,128.31,100.0,2,0,1,0,20180301
43691381690233,81.0,128.31,3935163.0,202252518.0,128.31,100.0,2,0,1,0,20180301
43691384467713,100.0,128.4,3935164.0,0.0,128.4,100.0,2,0,0,1,20180301
43691384467713,100.0,128.41,3935165.0,0.0,128.41,100.0,4,0,0,1,20180301
43691393906847,76.0,128.34,3935167.0,0.0,128.34,76.0,2,0,0,1,20180301
43691393941551,100.0,128.35,3935168.0,0.0,128.35,100.0,2,0,0,1,20180301
43691393954107,24.0,128.34,3935169.0,0.0,128.34,24.0,2,0,0,1,20180301
43691393954107,76.0,128.33,3935170.0,202253254.0,128.33,100.0,4,0,1,0,20180301
43691431112956,100.0,128.35,3935173.0,0.0,128.35,100.0,2,0,0,1,20180301
43691431271913,24.0,128.34,3935174.0,0.0,128.34,24.0,2,0,0,1,20180301
43692693437864,24.0,128.33,3935430.0,202253254.0,128.33,100.0,2,0,1,0,20180301
43731022598639,100.0,128.21,3948470.0,202914134.0,128.21,100.0,2,1,1,0,20180301
43731022650310,100.0,128.22,3948471.0,202914110.0,128.22,100.0,2,1,1,0,20180301
43741073392606,100.0,128.3,3950417.0,203001170.0,128.3,100.0,2,1,1,0,20180301
43741073442476,100.0,128.3,3950418.0,203038958.0,128.3,100.0,2,1,1,0,20180301
43741073578493,145.0,128.32,3950419.0,202850326.0,128.32,145.0,2,1,1,0,20180301
43741073578493,6.0,128.32,3950420.0,202850334.0,128.32,6.0,4,1,1,0,20180301
43741073578493,4.0,128.32,3950421.0,202850338.0,128.32,4.0,6,1,1,0,20180301
43741073578493,100.0,128.32,3950422.0,202887258.0,128.32,100.0,8,1,1,0,20180301
43758201265402,1.0,128.26,3956362.0,0.0,128.26,1.0,2,0,0,1,20180301
43758201266117,2.0,128.26,3956363.0,0.0,128.26,2.0,2,0,0,1,20180301
43758201268258,1.0,128.26,3956364.0,0.0,128.26,1.0,2,0,0,1,20180301
43758201273290,1.0,128.26,3956365.0,0.0,128.26,1.0,2,0,0,1,20180301
43769548875395,15.0,128.3,3958505.0,0.0,128.3,15.0,2,0,0,1,20180301
43769548875395,24.0,128.31,3958506.0,203494818.0,128.31,39.0,4,1,1,0,20180301
43769548902193,15.0,128.31,3958507.0,203494818.0,128.31,39.0,2,1,1,0,20180301
43769548929300,39.0,128.32,3958508.0,203485234.0,128.32,39.0,2,1,1,0,20180301
43769548929300,61.0,128.32,3958509.0,203494810.0,128.32,100.0,4,1,1,0,20180301
43769548958897,39.0,128.32,3958510.0,203494810.0,128.32,100.0,2,1,1,0,20180301
43769548973743,51.0,128.33,3958511.0,203449326.0,128.33,100.0,2,1,1,0,20180301
43769548985900,49.0,128.33,3958512.0,203449326.0,128.33,100.0,2,1,1,0,20180301
43769549049613,100.0,128.34,3958513.0,203470118.0,128.34,100.0,2,1,1,0,20180301
43770554887970,20.0,128.43,3958866.0,202914802.0,128.43,20.0,2,1,1,0,20180301
43770554887970,2.0,128.44,3958867.0,202914806.0,128.44,2.0,4,1,1,0,20180301
43770554887970,50.0,128.46,3958868.0,202914810.0,128.46,50.0,6,1,1,0,20180301
43770554887970,20.0,128.47,3958869.0,202914814.0,128.47,20.0,8,1,1,0,20180301
43770554887970,8.0,128.48,3958870.0,202914818.0,128.48,20.0,10,1,1,0,20180301
43770554943072,12.0,128.48,3958871.0,202914818.0,128.48,20.0,2,1,1,0,20180301
43770555229909,20.0,128.49,3958872.0,202914826.0,128.49,20.0,2,1,1,0,20180301
43770555229909,9.0,128.49,3958873.0,203068530.0,128.49,9.0,4,1,1,0,20180301
43775598942319,2.0,128.42,3959678.0,0.0,128.42,2.0,2,0,0,1,20180301
43782179317021,20.0,128.5,3962687.0,202914830.0,128.5,20.0,2,1,1,0,20180301
43782179338706,20.0,128.51,3962688.0,202914834.0,128.51,20.0,2,1,1,0,20180301
43782179338706,20.0,128.52,3962689.0,202914846.0,128.52,20.0,4,1,1,0,20180301
43782179347516,20.0,128.53,3962690.0,202855450.0,128.53,20.0,2,1,1,0,20180301
43782179693080,1.0,128.46,3962694.0,0.0,128.46,1.0,2,0,0,1,20180301
43788215893300,39.0,128.53,3964344.0,203803598.0,128.53,39.0,2,1,1,0,20180301
43788215920663,20.0,128.54,3964345.0,202855474.0,128.54,20.0,2,1,1,0,20180301
43788215920663,78.0,128.54,3964346.0,203655430.0,128.54,78.0,4,1,1,0,20180301
43788215920663,2.0,128.54,3964347.0,203761926.0,128.54,100.0,6,1,1,0,20180301
43788216205769,98.0,128.54,3964348.0,203761926.0,128.54,100.0,2,1,1,0,20180301
43788216476024,1.0,128.55,3964349.0,202855478.0,128.55,1.0,2,1,1,0,20180301
43788979834847,61.0,128.54,3964601.0,203834802.0,128.54,61.0,2,0,1,0,20180301
43789364805954,32.0,128.55,3964873.0,203854326.0,128.55,40.0,2,1,1,0,20180301
43789367468959,8.0,128.55,3964896.0,203854326.0,128.55,40.0,2,1,1,0,20180301
43790065068439,50.0,128.56,3965609.0,202993426.0,128.56,50.0,2,1,1,0,20180301
43790067988627,100.0,128.58,3965716.0,202058626.0,128.58,100.0,2,1,1,0,20180301
43790068049250,10.0,128.58,3965721.0,202855482.0,128.58,10.0,2,1,1,0,20180301
43790068049250,1.0,128.58,3965722.0,203673950.0,128.58,1.0,4,1,1,0,20180301
43790068112029,20.0,128.59,3965723.0,202855486.0,128.59,20.0,2,1,1,0,20180301
43790068112029,80.0,128.59,3965724.0,203797446.0,128.59,100.0,4,1,1,0,20180301
43790068267711,20.0,128.59,3965728.0,203797446.0,128.59,100.0,2,1,1,0,20180301
43790068612175,12.0,128.63,3965732.0,188231978.0,128.63,27.0,2,1,1,0,20180301
43790069640297,15.0,128.63,3965737.0,188231978.0,128.63,27.0,2,1,1,0,20180301
43790069640297,17.0,128.64,3965738.0,202037430.0,128.64,20.0,4,1,1,0,20180301
43803421664028,100.0,128.53,3969373.0,203921466.0,128.53,100.0,2,0,1,0,20180301
43803421664028,1.0,128.53,3969374.0,203943390.0,128.53,1.0,4,0,1,0,20180301
43803422481889,6.0,128.51,3969375.0,204118042.0,128.51,100.0,2,0,1,0,20180301
43803422506804,94.0,128.51,3969376.0,204118042.0,128.51,100.0,2,0,1,0,20180301
43803423023632,100.0,128.48,3969380.0,203834786.0,128.48,100.0,2,0,1,0,20180301
43803424789387,100.0,128.5,3969383.0,204118186.0,128.5,100.0,2,1,1,0,20180301
43803425367414,100.0,128.51,3969384.0,204118158.0,128.51,100.0,2,1,1,0,20180301
43803425932668,100.0,128.53,3969385.0,204118030.0,128.53,100.0,2,1,1,0,20180301
43803426607361,100.0,128.53,3969386.0,204118354.0,128.53,100.0,2,1,1,0,20180301
43811015044690,29.0,128.48,3971066.0,0.0,128.48,29.0,2,0,0,1,20180301
43811015049141,71.0,128.48,3971067.0,0.0,128.48,71.0,2,0,0,1,20180301
43811015049141,29.0,128.45,3971068.0,204015426.0,128.45,100.0,4,0,1,0,20180301
43813898686722,71.0,128.45,3971478.0,204015426.0,128.45,100.0,2,0,1,0,20180301
43835692144193,100.0,128.43,3975708.0,204369610.0,128.43,100.0,2,1,1,0,20180301
43835692190984,54.0,128.44,3975709.0,204246414.0,128.44,100.0,2,1,1,0,20180301
43835692203183,46.0,128.44,3975710.0,204246414.0,128.44,100.0,2,1,1,0,20180301
43845763665462,20.0,128.46,3977575.0,0.0,128.46,20.0,2,0,0,1,20180301
43858475323424,99.0,128.53,3979892.0,204118410.0,128.53,99.0,2,1,1,0,20180301
43863815453087,100.0,128.62,3981752.0,0.0,128.62,100.0,2,0,0,1,20180301
43892056033425,35.0,128.47,3989472.0,204772742.0,128.47,100.0,2,0,1,0,20180301
43892056034155,10.0,128.47,3989473.0,204772742.0,128.47,100.0,2,0,1,0,20180301
43892056050139,36.0,128.47,3989474.0,204772742.0,128.47,100.0,2,0,1,0,20180301
43892056056197,16.0,128.47,3989475.0,204772742.0,128.47,100.0,2,0,1,0,20180301
43892056057614,3.0,128.47,3989476.0,204772742.0,128.47,100.0,2,0,1,0,20180301
43892056057614,1.0,128.47,3989477.0,204801994.0,128.47,1.0,4,0,1,0,20180301
43892056115165,50.0,128.45,3989480.0,204569414.0,128.45,100.0,2,0,1,0,20180301
43892056122028,50.0,128.45,3989481.0,204569414.0,128.45,100.0,2,0,1,0,20180301
43894946109016,10.0,128.5,3990030.0,205207034.0,128.5,10.0,2,0,1,0,20180301
43913903411487,1.0,128.4,3994001.0,205175670.0,128.4,1.0,2,0,1,0,20180301
43966807030236,4.0,128.17,4007455.0,0.0,128.17,4.0,2,0,0,1,20180301
43973616456492,1.0,128.33,4009534.0,206165522.0,128.33,1.0,2,1,1,0,20180301
43973616456492,100.0,128.33,4009535.0,206170702.0,128.33,100.0,4,1,1,0,20180301
43973616456492,182.0,128.33,4009536.0,206189414.0,128.33,182.0,6,1,1,0,20180301
43973616942163,100.0,128.36,4009537.0,206090374.0,128.36,100.0,2,1,1,0,20180301
43973616942163,20.0,128.36,4009538.0,206109166.0,128.36,20.0,4,1,1,0,20180301
43973616958441,22.0,128.38,4009539.0,206004390.0,128.38,22.0,2,1,1,0,20180301
43973616958441,14.0,128.38,4009540.0,206109174.0,128.38,20.0,4,1,1,0,20180301
43973616963451,6.0,128.38,4009541.0,206109174.0,128.38,20.0,2,1,1,0,20180301
43973616997150,20.0,128.39,4009542.0,206109178.0,128.39,20.0,2,1,1,0,20180301
43973812546704,100.0,128.4,4009557.0,205781850.0,128.4,100.0,2,1,1,0,20180301
43973812546704,20.0,128.4,4009558.0,206109182.0,128.4,20.0,4,1,1,0,20180301
43973812684958,20.0,128.42,4009559.0,206109186.0,128.42,20.0,2,1,1,0,20180301
44015608691341,100.0,128.42,4019580.0,0.0,128.42,100.0,2,0,0,1,20180301
44018427805019,100.0,128.42,4019919.0,0.0,128.42,100.0,2,0,0,1,20180301
44034882782792,100.0,128.41,4025238.0,206995294.0,128.41,100.0,2,0,1,0,20180301
44034884779568,10.0,128.43,4025248.0,206999034.0,128.43,10.0,2,1,1,0,20180301
44034885168143,20.0,128.44,4025249.0,206109190.0,128.44,20.0,2,1,1,0,20180301
44034886248529,2.0,128.45,4025250.0,206109194.0,128.45,2.0,2,1,1,0,20180301
44034886248529,48.0,128.45,4025251.0,206244742.0,128.45,48.0,4,1,1,0,20180301
44034886887294,20.0,128.47,4025252.0,206109198.0,128.47,20.0,2,1,1,0,20180301
44034887052002,20.0,128.48,4025253.0,206109202.0,128.48,20.0,2,1,1,0,20180301
44071246679573,10.0,128.41,4032545.0,206999262.0,128.41,10.0,2,0,1,0,20180301
44071246696423,100.0,128.4,4032546.0,207197526.0,128.4,100.0,2,0,1,0,20180301
44071246696423,2.0,128.4,4032547.0,207209134.0,128.4,2.0,4,0,1,0,20180301
44071246696423,44.0,128.4,4032548.0,207292210.0,128.4,100.0,6,0,1,0,20180301
